Solvent,TPSA_solv,MW_solv,HeavyAtomCount_solv,Gsolv_sol,Dipole_sol,Polarizability_sol,HOMO_sol,LUMO_sol,MaxPartialCharge_sol,MinPartialCharge_sol,LogP_sol
ATN_0.9-DMF_0.1,23.546400000000002,43.26838412836,3.14,-0.1552488318008986,2.6349299999999998,141.21357000000003,-0.25268,-0.09934,0.77708497,-0.71839898,0.4720964
ATN_0.1-DMA_0.9,20.901600000000002,79.24129688995998,5.489999999999999,-0.1553054286007557,2.635,141.23028,-0.25268,-0.09933999999999998,0.7770952999999999,-0.7184290699999999,0.16851460000000001
ATN_0.2-DMA_0.8,21.3888,72.79543581627999,5.069999999999999,-0.15529780980077493,2.635,141.22804,-0.25268,-0.09934,0.7770939,-0.71842501,0.22946780000000003
ATN_0.3-DMA_0.7,21.8064,67.27041203883999,4.71,-0.1552912794007914,2.635,141.22612,-0.25268,-0.09933999999999998,0.7770927,-0.71842153,0.2817134
ATN_0.4-DMA_0.6,22.1892,62.20580690952,4.380000000000001,-0.15528529320080653,2.635,141.22436,-0.25268,-0.09934,0.7770916000000001,-0.71841834,0.32960520000000004
ATN_0.5-DMA_0.5,22.5372,57.60162042832,4.08,-0.15527985120082027,2.635,141.22276,-0.25268,-0.09934,0.7770906,-0.71841544,0.3731432
ATN_0.6-DMA_0.4,22.8504,53.45785259524,3.81,-0.15527495340083264,2.635,141.22132000000002,-0.25268,-0.09933999999999998,0.7770896999999999,-0.7184128299999999,0.4123274
ATN_0.7-DMA_0.3,23.128800000000002,49.774503410280005,3.5700000000000003,-0.15527059980084362,2.635,141.22004,-0.25268,-0.09934000000000001,0.7770889000000001,-0.71841051,0.44715780000000005
ATN_0.8-DMA_0.2,23.3724,46.551572873439994,3.3600000000000003,-0.15526679040085323,2.635,141.21892000000003,-0.25268,-0.09934,0.7770881999999999,-0.71840848,0.4776344
ATN_0.9-DMA_0.1,23.581199999999995,43.789060984719995,3.1799999999999997,-0.15526352520086148,2.635,141.21796,-0.25268,-0.09934,0.7770876,-0.7184067399999999,0.5037572
ATN_0.1-PC_0.9,33.769,92.88092230859999,6.4,-0.1577812664997636,2.6451999999999996,142.01684999999998,-0.252697,-0.0993825,0.77755705,-0.7198125999999999,0.539927
ATN_0.2-PC_0.8,32.1254,84.34020201476,5.84,-0.1573660418999458,2.6435199999999996,141.88511,-0.2526942,-0.0993755,0.77747963,-0.7195807599999999,0.5382722
ATN_0.3-PC_0.7,30.7166,77.01958462003999,5.359999999999999,-0.15701013510010195,2.64208,141.77219,-0.25269179999999997,-0.0993695,0.7774132699999999,-0.71938204,0.5368538
ATN_0.4-PC_0.6,29.4252,70.30901867488001,4.92,-0.1566838872002451,2.6407599999999998,141.66868,-0.25268959999999996,-0.09936400000000001,0.77735244,-0.7191998799999999,0.5355536000000001
ATN_0.5-PC_0.5,28.251199999999997,64.20850417928,4.52,-0.15638729820037522,2.63956,141.57458,-0.2526876,-0.099359,0.7772971399999999,-0.7190342799999999,0.5343716000000001
ATN_0.6-PC_0.4,27.194599999999998,58.71804113323999,4.16,-0.15612036810049235,2.6384799999999995,141.48989,-0.25268579999999996,-0.0993545,0.77724737,-0.7188852399999999,0.5333078
ATN_0.7-PC_0.3,26.2554,53.837629536760005,3.84,-0.15588309690059646,2.63752,141.41461,-0.2526842,-0.0993505,0.7772031300000001,-0.71875276,0.5323622
ATN_0.8-PC_0.2,25.3162,48.957217940279996,3.52,-0.15564582570070057,2.63656,141.33933000000002,-0.25268260000000003,-0.0993465,0.7771588899999999,-0.71862028,0.5314166
ATN_0.9-PC_0.1,24.4944,44.68685779335999,3.2399999999999998,-0.15543821340079164,2.6357199999999996,141.27346,-0.2526812,-0.09934299999999999,0.7771201799999999,-0.71850436,0.5305892
ATN_0.1-BA_0.9,25.7478,99.57114990784,6.9,-0.12321232199974552,2.5031800000000004,131.6464,-0.2525708,-0.09888759999999999,0.77101548,-0.70088464,1.1692616
ATN_0.2-BA_0.8,25.3211,86.81142921808001,6.05,-0.13019712899999053,2.53191,133.7323,-0.2525946,-0.0989862,0.77233876,-0.70470318,1.0299092
ATN_0.3-BA_0.7,24.994799999999998,77.05399574943999,5.4,-0.1355384520001779,2.55388,135.3274,-0.25261279999999997,-0.0990616,0.77335068,-0.70762324,0.9233456
ATN_0.4-BA_0.6,24.7187,68.79770589136,4.85,-0.14005803300033645,2.57247,136.6771,-0.25262819999999997,-0.0991254,0.7742069199999999,-0.71009406,0.8331764
ATN_0.5-BA_0.5,24.4928,62.04255964384,4.4,-0.14375587200046616,2.5876799999999998,137.78140000000002,-0.2526408,-0.0991776,0.77490748,-0.7121156399999999,0.7594016000000001
ATN_0.6-BA_0.4,24.3171,56.78855700688,4.05,-0.14663196900056708,2.5995099999999995,138.64030000000002,-0.2526506,-0.09921819999999999,0.7754523600000001,-0.71368798,0.7020212
ATN_0.7-BA_0.3,24.1665,52.28512617519999,3.75,-0.14909719500065355,2.60965,139.37650000000002,-0.25265899999999997,-0.099253,0.7759193999999999,-0.7150357,0.652838
ATN_0.8-BA_0.2,24.015900000000002,47.78169534352,3.45,-0.15156242100074002,2.61979,140.11270000000002,-0.25266740000000004,-0.09928780000000001,0.77638644,-0.71638342,0.6036548
ATN_0.9-BA_0.1,23.8904,44.028836317119996,3.1999999999999997,-0.15361677600081208,2.62824,140.7262,-0.2526744,-0.09931679999999998,0.7767756399999999,-0.7175065199999999,0.5626688000000001
ATN_0.1-DMSO_0.9,17.9436,73.20557553891999,3.87,-0.15646756770051284,2.6393500000000003,141.60328,-0.2526887,-0.0993661,0.77731494,-0.71908534,0.06427340000000002
ATN_0.2-DMSO_0.8,18.75,68.767089133,3.75,-0.1563010425005621,2.63875,141.55,-0.2526875,-0.09936249999999999,0.7772834999999999,-0.7189915,0.12849500000000003
ATN_0.3-DMSO_0.7,19.5564,64.32860272708,3.63,-0.1561345173006113,2.63815,141.49672,-0.25268630000000003,-0.0993589,0.7772520599999999,-0.71889766,0.19271660000000002
ATN_0.4-DMSO_0.6,20.2956,60.259990188319996,3.52,-0.15598186920065643,2.6376,141.44788,-0.2526852,-0.09935559999999999,0.7772232399999999,-0.71881164,0.25158640000000004
ATN_0.5-DMSO_0.5,20.967599999999997,56.56125151671999,3.42,-0.15584309820069744,2.6370999999999998,141.40348,-0.2526842,-0.09935259999999999,0.7771970399999999,-0.71873344,0.3051044
ATN_0.6-DMSO_0.4,21.572400000000002,53.232386712280004,3.33,-0.15571820430073435,2.63665,141.36352000000002,-0.25268330000000006,-0.0993499,0.77717346,-0.71866306,0.35327060000000005
ATN_0.7-DMSO_0.3,22.1772,49.90352190784,3.24,-0.1555933104007713,2.6361999999999997,141.32356000000001,-0.25268240000000003,-0.0993472,0.77714988,-0.71859268,0.40143680000000004
ATN_0.8-DMSO_0.2,22.7148,46.944530970559995,3.16,-0.1554822936008041,2.6357999999999997,141.28804,-0.2526816,-0.0993448,0.77712892,-0.7185301199999999,0.44425119999999996
ATN_0.9-DMSO_0.1,23.2524,43.98554003328,3.08,-0.15537127680083693,2.6353999999999997,141.25252,-0.25268080000000004,-0.0993424,0.7771079599999999,-0.71846756,0.48706560000000004
ATN_0.1-CH_0.9,4.5201,75.91110363928,5.430000000000001,-0.07908967440024543,2.32153,119.80627000000001,-0.2526071,-0.0984409,0.7624292400000001,-0.67763851,1.9965632000000004
ATN_0.2-CH_0.8,8.0886,69.45100094608,4.98,-0.09319533840036105,2.3795800000000003,123.77122000000001,-0.25262060000000003,-0.0986074,0.76514364,-0.68518786,1.7249552000000004
ATN_0.3-CH_0.7,11.181299999999998,63.85224527864,4.59,-0.10542024720046123,2.4298900000000003,127.20751000000001,-0.2526323,-0.0987517,0.76749612,-0.69173063,1.4895616000000003
ATN_0.4-CH_0.6,13.798199999999998,59.11483663695999,4.26,-0.11576440080054602,2.47246,130.11514,-0.2526422,-0.09887379999999998,0.76948668,-0.69726682,1.2903824
ATN_0.5-CH_0.5,16.1772,54.80810150816,3.96,-0.12516817680062312,2.5111600000000003,132.75844000000004,-0.2526512,-0.09898480000000001,0.7712962800000001,-0.70229972,1.1093104
ATN_0.6-CH_0.4,18.0804,51.36271340512,3.72,-0.13269119760068476,2.5421199999999997,134.87308000000002,-0.2526584,-0.09907359999999998,0.77274396,-0.70632604,0.9644528000000001
ATN_0.7-CH_0.3,19.7457,48.34799881495999,3.51,-0.1392738408007387,2.56921,136.72339,-0.2526647,-0.0991513,0.77401068,-0.7098490699999999,0.8377024000000001
ATN_0.8-CH_0.2,21.173099999999998,45.763957737679995,3.33,-0.14491610640078495,2.59243,138.30937000000003,-0.2526701,-0.0992179,0.77509644,-0.71286881,0.7290592
ATN_0.9-CH_0.1,22.600499999999997,43.179916660399996,3.1499999999999995,-0.15055837200083116,2.6156499999999996,139.89535,-0.2526755,-0.0992845,0.7761821999999999,-0.71588855,0.6204160000000001
ATN_0.1-TOL_0.9,4.5201,82.3657505356,6.24,-0.08867711790109616,2.36124511,122.26083811000001,-0.25257470000000004,-0.09851380000000001,0.76405653,-0.68243695,1.7166434000000002
ATN_0.2-TOL_0.8,8.0886,74.7103428616,5.640000000000001,-0.10100732940105424,2.4119404600000003,125.77123846,-0.2525942,-0.09866680000000001,0.7664695800000001,-0.6890977,1.4968724000000002
ATN_0.3-TOL_0.7,11.181299999999998,68.07565621079999,5.12,-0.11169351270101788,2.45587643,128.81358543,-0.25261110000000003,-0.09879940000000001,0.76856089,-0.69487035,1.3064042
ATN_0.4-TOL_0.6,13.798199999999998,62.461690583199996,4.68,-0.12073566780098713,2.4930530199999996,131.38787902,-0.2526254,-0.09891159999999999,0.77033046,-0.6997549,1.1452388
ATN_0.5-TOL_0.5,15.939300000000001,57.8684459788,4.32,-0.12813379470096198,2.52347023,133.49411923000002,-0.2526371,-0.0990034,0.7717782900000001,-0.70375135,1.0133762000000002
ATN_0.6-TOL_0.4,17.8425,53.785561885999996,4.0,-0.1347099075009396,2.55050775,135.36633275000003,-0.2526475,-0.099085,0.77306525,-0.70730375,0.8961650000000001
ATN_0.7-TOL_0.3,19.7457,49.702677793199996,3.6799999999999997,-0.14128602030091725,2.57754527,137.23854627,-0.2526579,-0.0991666,0.77435221,-0.7108561499999999,0.7789538
ATN_0.8-TOL_0.2,21.173099999999998,46.6405147236,3.44,-0.14621810490090048,2.5978234099999997,138.64270641000002,-0.2526657,-0.09922779999999999,0.7753174300000001,-0.71352045,0.6910454
ATN_0.9-TOL_0.1,22.600499999999997,43.578351653999995,3.1999999999999997,-0.15115018950088369,2.6181015499999996,140.04686655,-0.2526735,-0.099289,0.77628265,-0.7161847499999999,0.603137
ATN_0.1-HP_0.9,5.7096,85.94152417215999,6.04,-0.08085505920064492,2.32878536,120.38704236000001,-0.2526268,-0.0984736,0.76258088,-0.6785772000000001,2.389463200000001
ATN_0.2-HP_0.8,9.7539,75.89475343144,5.359999999999999,-0.09749832780069521,2.39728074,125.04637499,-0.2526387,-0.09866739999999999,0.7658256699999999,-0.68748605,1.973503800000001
ATN_0.3-HP_0.7,13.0845,67.6209422332,4.8,-0.11120454900073663,2.4536887,128.88347245,-0.2526485,-0.098827,0.76849785,-0.69482275,1.6309490000000009
ATN_0.4-HP_0.6,15.4635,61.711077091599996,4.4,-0.1209947070007662,2.4939801,131.62425635,-0.25265550000000003,-0.098941,0.77040655,-0.70006325,1.3862670000000006
ATN_0.5-HP_0.5,17.604599999999998,56.392198464159996,4.04,-0.12980584920079283,2.53024236,134.09096186000002,-0.25266180000000005,-0.0990436,0.77212438,-0.7047796999999999,1.1660532000000006
ATN_0.6-HP_0.4,19.2699,52.25529286504,3.7600000000000002,-0.13665895980081352,2.5584463399999997,136.00951059000002,-0.2526667,-0.0991234,0.7734604700000001,-0.70844805,0.9947758000000004
ATN_0.7-HP_0.3,20.6973,48.70937378008,3.52,-0.14253305460083127,2.5826211799999994,137.65398093000002,-0.25267090000000003,-0.0991918,0.7746056899999999,-0.71159235,0.8479666000000003
ATN_0.8-HP_0.2,21.8868,45.75444120928,3.3200000000000003,-0.14742813360084608,2.60276688,139.02437288000002,-0.2526744,-0.0992488,0.77556004,-0.7142126,0.7256256000000002
ATN_0.9-HP_0.1,22.8384,43.39049515263999,3.16,-0.1513441968008579,2.61888344,140.12068644,-0.2526772,-0.09929439999999999,0.7763235199999999,-0.7163088,0.6277528000000001
ATN_0.1-OT_0.9,6.1854,95.1311321912,6.7,-0.08369904840070315,2.3404985,121.15690610000001,-0.25262819999999997,-0.0985038,0.7629626199999999,-0.6803653000000001,2.6292008000000013
ATN_0.2-OT_0.8,10.4676,81.9705579248,5.800000000000001,-0.10110582960074367,2.412134,126.03638840000002,-0.2526408,-0.09870720000000001,0.76639828,-0.6896182000000001,2.1185552000000016
ATN_0.3-OT_0.7,13.560299999999998,72.4656987324,5.15,-0.11367739380077292,2.46387075,129.56045895,-0.2526499,-0.0988541,0.76887959,-0.69630085,1.749755600000001
ATN_0.4-OT_0.6,16.1772,64.42312556959999,4.6,-0.1243148712007977,2.507648,132.54236480000003,-0.25265760000000004,-0.09897840000000001,0.77097916,-0.7019554,1.4376944000000007
ATN_0.5-OT_0.5,18.0804,58.5739814512,4.2,-0.1320512184008157,2.5394859999999997,134.7110236,-0.2526632,-0.0990688,0.77250612,-0.7060678,1.2107408000000006
ATN_0.6-OT_0.4,19.5078,54.18712336239999,3.9,-0.1378534788008292,2.5633644999999996,136.3375177,-0.2526674,-0.09913659999999999,0.7736513399999999,-0.7091520999999998,1.0405256000000003
ATN_0.7-OT_0.3,20.9352,49.8002652736,3.6,-0.1436557392008427,2.587243,137.9640118,-0.2526716,-0.0992044,0.77479656,-0.7122364,0.8703104000000003
ATN_0.8-OT_0.2,22.1247,46.1445501996,3.35,-0.14849095620085398,2.60714175,139.31942355,-0.25267510000000004,-0.0992609,0.77575091,-0.71480665,0.7284644000000002
ATN_0.9-OT_0.1,23.0763,43.219978140399995,3.1500000000000004,-0.152359129800863,2.6230607499999996,140.40375295,-0.2526779,-0.0993061,0.7765143899999999,-0.7168628499999999,0.6149876000000001
ATN_0.1-PA_0.9,20.7284,57.3931796668,3.86,-0.15050993819956143,2.61523118,139.73424992000002,-0.2526628,-0.0992712,0.7761521800000001,-0.7154767,0.4084652
ATN_0.2-PA_0.8,21.1556,55.1094637732,3.74,-0.15117277379974398,2.61798962,139.94114528,-0.25266520000000003,-0.0992808,0.7762826199999999,-0.7158853000000001,0.4254068
ATN_0.3-PA_0.7,21.5828,52.8257478796,3.62,-0.15183560939992655,2.62074806,140.14804064,-0.2526676,-0.0992904,0.77641306,-0.7162938999999999,0.4423484
ATN_0.4-PA_0.6,21.974400000000003,50.7323416438,3.51,-0.15244320870009387,2.62327663,140.33769472,-0.2526698,-0.0992992,0.77653263,-0.71666845,0.4578782
ATN_0.5-PA_0.5,22.330399999999997,48.829245065799995,3.41,-0.152995571700246,2.6255753299999998,140.51010752000002,-0.2526718,-0.0993072,0.7766413299999999,-0.7170089499999999,0.4719962
ATN_0.6-PA_0.4,22.6508,47.1164581456,3.3200000000000003,-0.15349269840038293,2.62764416,140.66527904000003,-0.2526736,-0.0993144,0.77673916,-0.7173153999999999,0.48470240000000003
ATN_0.7-PA_0.3,22.971200000000003,45.4036712254,3.23,-0.15398982510051984,2.6297129900000003,140.82045056,-0.2526754,-0.0993216,0.77683699,-0.71762185,0.49740860000000003
ATN_0.8-PA_0.2,23.256,43.881193962999994,3.15,-0.15443171550064153,2.63155195,140.95838080000001,-0.252677,-0.099328,0.77692395,-0.71789425,0.508703
ATN_0.9-PA_0.1,23.5408,42.3587167006,3.0700000000000003,-0.15487360590076327,2.6333909099999997,141.09631104000002,-0.25267860000000003,-0.0993344,0.77701091,-0.71816665,0.5199974
ATN_0.1-PX_0.9,4.9959,92.41739306296,6.95,-0.08961178140043774,2.36513916,122.54913252,-0.2525773,-0.0985263,0.76437827,-0.68332505,1.9309924
ATN_0.2-PX_0.8,8.802299999999999,82.00912086712,6.15,-0.10290767580052523,2.41979452,126.32996644,-0.25259810000000005,-0.0986911,0.76695219,-0.69042985,1.6472228000000002
ATN_0.3-PX_0.7,11.895,73.552399708,5.5,-0.11371059000059633,2.4642020000000002,129.401894,-0.25261500000000003,-0.098825,0.7690435,-0.6962025000000001,1.41666
ATN_0.4-PX_0.6,14.511899999999999,66.39671257335999,4.95,-0.12285151740065647,2.50177756,132.00121732,-0.2526293,-0.09893829999999999,0.77081307,-0.7010870499999999,1.2215684
ATN_0.5-PX_0.5,16.653,60.54205946319999,4.5,-0.13033045800070567,2.5325211999999997,134.1279364,-0.252641,-0.09903099999999998,0.7722609,-0.7050835,1.061948
ATN_0.6-PX_0.4,18.5562,55.33792336528,4.1,-0.13697840520074944,2.55984888,136.01835336000002,-0.2526514,-0.0991134,0.77354786,-0.7086359,0.9200632
ATN_0.7-PX_0.3,20.2215,50.78430427959999,3.75,-0.1427953590007877,2.5837605999999997,137.6724682,-0.2526605,-0.0991855,0.77467395,-0.71174425,0.795914
ATN_0.8-PX_0.2,21.411,47.5317192184,3.5,-0.14695032600081506,2.6008403999999996,138.85397880000002,-0.25266700000000003,-0.09923699999999999,0.7754783000000001,-0.7139645,0.7072360000000001
ATN_0.9-PX_0.1,22.8384,43.628617144959996,3.1999999999999997,-0.15193628640084786,2.62133616,140.27179152,-0.2526748,-0.09929879999999999,0.7764435199999999,-0.7166288,0.6008224000000001
ATN_0.1-MX_0.9,4.9959,92.41739306296,6.95,-0.09008469119924375,2.3670557,122.66928204,-0.2525773,-0.09853420000000002,0.76437827,-0.68332505,1.9309924
ATN_0.2-MX_0.8,8.802299999999999,82.00912086712,6.15,-0.10328480639957308,2.4213229,126.42578188000002,-0.25259810000000005,-0.0986974,0.76695219,-0.69042985,1.6472228000000002
ATN_0.3-MX_0.7,11.895,73.552399708,5.5,-0.11400989999984062,2.465415,129.477938,-0.25261500000000003,-0.09883,0.7690435,-0.6962025000000001,1.41666
ATN_0.4-MX_0.6,14.511899999999999,66.39671257335999,4.95,-0.12308497920006703,2.5027236999999998,132.06053164,-0.2526293,-0.09894220000000001,0.77081307,-0.7010870499999999,1.2215684
ATN_0.5-MX_0.5,16.653,60.54205946319999,4.5,-0.13051004400025226,2.5332489999999996,134.1735628,-0.252641,-0.09903399999999998,0.7722609,-0.7050835,1.061948
ATN_0.6-MX_0.4,18.5562,55.33792336528,4.1,-0.13711010160041692,2.5603826,136.05181272000002,-0.2526514,-0.0991156,0.77354786,-0.7086359,0.9200632
ATN_0.7-MX_0.3,19.9836,51.434821291839995,3.8,-0.1420601448005404,2.5807328,137.46050016,-0.2526592,-0.0991768,0.77451308,-0.7113001999999999,0.8136496
ATN_0.8-MX_0.2,21.411,47.5317192184,3.5,-0.14701018800066393,2.6010829999999996,138.8691876,-0.25266700000000003,-0.09923799999999999,0.7754783000000001,-0.7139645,0.7072360000000001
ATN_0.9-MX_0.1,22.600499999999997,44.27913415719999,3.2499999999999996,-0.15113522400076682,2.6180414999999995,140.0430938,-0.2526735,-0.099289,0.77628265,-0.7161847499999999,0.618558
ATN_0.1-OX_0.9,4.758,93.0679100752,7.0,-0.09363505200055011,2.3817488000000004,123.5762952,-0.252568,-0.098556,0.7650174000000001,-0.685281,1.9487280000000002
ATN_0.2-OX_0.8,8.802299999999999,82.00912086712,6.15,-0.10673040870061803,2.43556468,127.32494497,-0.25259180000000003,-0.0987226,0.7675821899999999,-0.6923198500000001,1.6472228000000002
ATN_0.3-OX_0.7,11.895,73.552399708,5.5,-0.11674450500066996,2.476718,130.1915595,-0.25261,-0.09885,0.7695434999999999,-0.6977025,1.41666
ATN_0.4-OX_0.6,14.511899999999999,66.39671257335999,4.95,-0.12521797110071392,2.51154004,132.61715641,-0.2526254,-0.0989578,0.77120307,-0.70225705,1.2215684
ATN_0.5-OX_0.5,16.653,60.54205946319999,4.5,-0.13215080700074988,2.5400308,134.6017357,-0.25263800000000003,-0.099046,0.7725609,-0.7059834999999999,1.061948
ATN_0.6-OX_0.4,18.5562,55.33792336528,4.1,-0.13831332780078184,2.56535592,136.36580618000002,-0.2526492,-0.0991244,0.77376786,-0.7092959000000001,0.9200632
ATN_0.7-OX_0.3,19.9836,51.434821291839995,3.8,-0.1429352184008058,2.5843497599999994,137.68885904,-0.2526576,-0.0991832,0.77467308,-0.7117801999999999,0.8136496
ATN_0.8-OX_0.2,21.411,47.5317192184,3.5,-0.1475571090008298,2.6033435999999996,139.0119119,-0.25266600000000006,-0.099242,0.7755783,-0.7142645,0.7072360000000001
ATN_0.9-OX_0.1,22.600499999999997,44.27913415719999,3.2499999999999996,-0.15140868450084974,2.6191717999999997,140.11445595,-0.25267300000000004,-0.099291,0.77633265,-0.71633475,0.618558
ATN_0.1-NMP_0.9,20.901600000000002,89.20129688995999,6.319999999999999,-0.15431171940069702,2.63082759,140.91825229,-0.25268,-0.0993317,0.77701479,-0.7180688499999999,0.2881176
ATN_0.2-NMP_0.8,21.4236,80.49501716816,5.720000000000001,-0.15448314240072825,2.6315816400000003,140.97224284000004,-0.25268,-0.09933320000000001,0.77702784,-0.7181296,0.3318095999999999
ATN_0.3-NMP_0.7,21.8412,73.52999339072001,5.24,-0.1546202808007532,2.6321848800000005,141.01543528000002,-0.25268,-0.09933440000000002,0.77703828,-0.7181782000000001,0.36676319999999996
ATN_0.4-NMP_0.6,22.224000000000004,67.1453882614,4.8,-0.1547459910007761,2.63273785,141.05502835000001,-0.25268,-0.09933550000000001,0.77704785,-0.71822275,0.398804
ATN_0.5-NMP_0.5,22.572,61.341201780199995,4.4,-0.1548602730007969,2.63324055,141.09102205000002,-0.25268,-0.0993365,0.77705655,-0.7182632499999999,0.427932
ATN_0.6-NMP_0.4,22.8504,56.69785259523999,4.08,-0.15495169860081356,2.63364271,141.11981701000002,-0.25268,-0.09933729999999999,0.77706351,-0.71829565,0.4512344
ATN_0.7-NMP_0.3,23.128800000000002,52.05450341028,3.7600000000000002,-0.15504312420083022,2.63404487,141.14861197000002,-0.25268,-0.09933810000000001,0.7770704700000001,-0.71832805,0.47453680000000004
ATN_0.8-NMP_0.2,23.3724,47.99157287343999,3.48,-0.15512312160084477,2.63439676,141.17380756000003,-0.25268,-0.0993388,0.7770765599999999,-0.7183564,0.4949264
ATN_0.9-NMP_0.1,23.581199999999995,44.509060984719994,3.2399999999999998,-0.15519169080085723,2.6346983799999997,141.19540378,-0.25268,-0.0993394,0.7770817799999999,-0.7183807,0.5124032000000001
ATN_0.1-CHO_0.9,18.2796,87.80477408808,6.279999999999999,-0.14769642419967371,2.6036284399999996,138.8618698,-0.25264719999999996,-0.09922519999999999,0.7753756599999999,-0.7139728999999999,1.3414504
ATN_0.2-CHO_0.8,19.2876,79.24778171148,5.680000000000001,-0.14908005269989252,2.60936714,139.2926863,-0.2526532,-0.09924619999999999,0.7756887100000001,-0.71478365,1.1929924
ATN_0.3-CHO_0.7,20.1612,71.83172165176,5.16,-0.15027919740008214,2.6143406799999998,139.6660606,-0.2526584,-0.0992644,0.7759600200000001,-0.7154863,1.0643288000000002
ATN_0.4-CHO_0.6,20.900399999999998,65.55659390892,4.72,-0.15129385830024256,2.6185490599999994,139.9819927,-0.25266279999999997,-0.0992798,0.77618959,-0.71608085,0.9554596
ATN_0.5-CHO_0.5,21.505200000000002,60.42239848296,4.36,-0.15212403540037384,2.6219922799999997,140.2404826,-0.2526664,-0.0992924,0.77637742,-0.7165673,0.8663848000000001
ATN_0.6-CHO_0.4,22.11,55.288203057,4.0,-0.15295421250050512,2.6254355,140.4989725,-0.25267,-0.099305,0.77656525,-0.71705375,0.7773100000000001
ATN_0.7-CHO_0.3,22.5804,51.29493994791999,3.7199999999999998,-0.1535999058006072,2.6281135599999996,140.70002019999998,-0.25267280000000003,-0.0993148,0.7767113399999999,-0.7174320999999999,0.7080295999999999
ATN_0.8-CHO_0.2,23.0508,47.301676838839995,3.44,-0.15424559910070929,2.6307916199999997,140.90106790000002,-0.2526756,-0.0993246,0.7768574300000001,-0.71781045,0.6387492
ATN_0.9-CHO_0.1,23.453999999999997,43.8788798882,3.1999999999999997,-0.1547990505007968,2.6330870999999996,141.0733945,-0.252678,-0.099333,0.7769826499999999,-0.7181347499999999,0.579366
ATN_0.1-HMPA_0.9,25.980000000000004,141.83385489889997,8.84,-0.15406846199936233,2.62991117,140.84586873,-0.25268,-0.09932540000000001,0.77702349,-0.71810935,0.7119565999999999
ATN_0.2-HMPA_0.8,25.440000000000005,116.9772589475,7.4,-0.15436232999973404,2.6311659499999998,140.93738055,-0.25268,-0.099329,0.77703915,-0.71818225,0.667061
ATN_0.3-HMPA_0.7,25.020000000000003,97.64435098529998,6.279999999999999,-0.15459089400002313,2.6321418899999998,141.00855640999998,-0.25268,-0.0993318,0.7770513299999999,-0.7182389499999999,0.6321421999999999
ATN_0.4-HMPA_0.6,24.72,83.8351310123,5.48,-0.1547541540002296,2.6328389899999998,141.05939630999998,-0.25268,-0.0993338,0.77706003,-0.7182794499999999,0.6072002
ATN_0.5-HMPA_0.5,24.480000000000004,72.7877550339,4.84,-0.1548847620003948,2.63339667,141.10006823,-0.25268,-0.0993354,0.77706699,-0.7183118500000001,0.5872466000000001
ATN_0.6-HMPA_0.4,24.3,64.5022230501,4.359999999999999,-0.1549827180005187,2.6338149299999998,141.13057217,-0.25268,-0.0993366,0.77707221,-0.7183361499999998,0.5722813999999999
ATN_0.7-HMPA_0.3,24.119999999999997,56.2166910663,3.88,-0.15508067400064257,2.63423319,141.16107611,-0.25268,-0.09933779999999999,0.7770774300000001,-0.71836045,0.5573162
ATN_0.8-HMPA_0.2,24.0,50.6930030771,3.56,-0.1551459780007252,2.63451203,141.18141207000002,-0.25268,-0.0993386,0.77708091,-0.71837665,0.5473394
ATN_0.9-HMPA_0.1,23.88,45.169315087899996,3.24,-0.15521128200080778,2.63479087,141.20174803,-0.25268,-0.0993394,0.77708439,-0.71839285,0.5373626
ATN_0.1-BTN_0.9,23.79,64.57284120351999,4.68,-0.15224321520069162,2.62229668,140.26886092,-0.2526716,-0.099298,0.77617392,-0.7163847999999999,1.185248
ATN_0.2-BTN_0.8,23.79,60.928772186879996,4.42,-0.15271013880071918,2.6242626699999994,140.41559673,-0.2526729,-0.09930449999999999,0.77631523,-0.7166974499999998,1.0838219999999998
ATN_0.3-BTN_0.7,23.79,57.565016171519986,4.18,-0.15314114520074462,2.6260774299999996,140.55104517,-0.2526741,-0.0993105,0.77644567,-0.7169860499999999,0.9901979999999999
ATN_0.4-BTN_0.6,23.79,54.481573157439996,3.96,-0.15353623440076794,2.6277409599999997,140.67520624000002,-0.2526752,-0.099316,0.77656524,-0.7172506,0.9043759999999998
ATN_0.5-BTN_0.5,23.79,51.67844314464,3.76,-0.15389540640078914,2.6292532599999996,140.78807994000002,-0.2526762,-0.09932099999999999,0.77667394,-0.7174910999999999,0.826356
ATN_0.6-BTN_0.4,23.79,49.155626133119995,3.58,-0.15421866120080824,2.6306143299999993,140.88966627000002,-0.2526771,-0.0993255,0.77677177,-0.7177075499999999,0.756138
ATN_0.7-BTN_0.3,23.79,46.91312212288,3.42,-0.15450599880082522,2.63182417,140.97996523,-0.2526779,-0.09932949999999999,0.77685873,-0.7178999500000001,0.693722
ATN_0.8-BTN_0.2,23.79,44.67061811264,3.26,-0.15479333640084217,2.63303401,141.07026419000002,-0.25267870000000003,-0.09933349999999999,0.7769456899999999,-0.71809235,0.631306
ATN_0.9-BTN_0.1,23.789999999999996,42.708427103679995,3.1199999999999997,-0.155044756800857,2.6340926199999997,141.14927577999998,-0.2526794,-0.099337,0.77702178,-0.7182607,0.576692
ATN_0.1-APN_0.9,43.0599,95.3307304156,7.050000000000001,-0.1544227362004786,2.63128858,140.95291084000002,-0.25268,-0.0993319,0.77701653,-0.7180769499999999,1.3917848000000002
