0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
CCOCN(C(C)=O)c1c(C)c(C)c(C)c2nsnc12,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(OC)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(S(=O)(=O)N(C)C)c2nsnc12,CC(=O)N(c1c(C(F)(F)F)c(C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,CCOCN(C(C)=O)c1c(OC)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(SC)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(OC)c(SC)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(C)c(C)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(C#N)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(C)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,CC(=O)N(c1c(N(C)C)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,CCOCN(C(C)=O)c1c(C)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(C)c(OC(F)(F)F)c(C)c2nsnc12,CCOCN(C(C)=O)c1c(OC)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(N(C)C)c2nsnc12,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(C)c2nsnc12,CCOCN(C(C)=O)c1c(C#N)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(OC)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(SC)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(C#N)c(SC)c(S(=O)(=O)N(C)C)c2nsnc12,CCOCN(C(C)=O)c1c(C#N)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12
